2025-04-15 19:14:49,847 p=28414 u=shaeif n=ansible INFO| [DEPRECATION WARNING]: [defaults]collections_paths option. Reason: does not fit var naming standard, use the singular form collections_path instead Alternatives: none. 
This feature will be removed in version 2.19. Deprecation warnings can be disabled by setting deprecation_warnings=False in ansible.cfg.
2025-04-15 19:17:29,901 p=30675 u=shaeif n=ansible INFO| [DEPRECATION WARNING]: [defaults]collections_paths option. Reason: does not fit var 
naming standard, use the singular form collections_path instead Alternatives: none. 
This feature will be removed in version 2.19. Deprecation warnings can be disabled 
by setting deprecation_warnings=False in ansible.cfg.
2025-04-15 19:17:30,046 p=30675 u=shaeif n=ansible WARNING| [WARNING]: Unable to parse /home/shaeif/Downloads/ansible_portable/inventory as an
inventory source

2025-04-15 19:17:30,046 p=30675 u=shaeif n=ansible WARNING| [WARNING]: No inventory was parsed, only implicit localhost is available

2025-04-15 19:17:30,347 p=30675 u=shaeif n=ansible INFO| localhost | FAILED! => {
    "changed": false,
    "module_stderr": "sudo: a password is required\n",
    "module_stdout": "",
    "msg": "MODULE FAILURE: No start of json char found\nSee stdout/stderr for the exact error",
    "rc": 1
}
2025-04-15 19:17:45,554 p=30898 u=shaeif n=ansible INFO| [DEPRECATION WARNING]: [defaults]collections_paths option. Reason: does not fit var 
naming standard, use the singular form collections_path instead Alternatives: none. 
This feature will be removed in version 2.19. Deprecation warnings can be disabled 
by setting deprecation_warnings=False in ansible.cfg.
2025-04-15 19:18:10,631 p=31228 u=shaeif n=ansible INFO| [DEPRECATION WARNING]: [defaults]collections_paths option. Reason: does not fit var 
naming standard, use the singular form collections_path instead Alternatives: none. 
This feature will be removed in version 2.19. Deprecation warnings can be disabled 
by setting deprecation_warnings=False in ansible.cfg.
2025-04-15 19:21:48,624 p=34032 u=shaeif n=ansible INFO| [DEPRECATION WARNING]: [defaults]collections_paths option. Reason: does not fit var 
naming standard, use the singular form collections_path instead Alternatives: none. 
This feature will be removed in version 2.19. Deprecation warnings can be disabled 
by setting deprecation_warnings=False in ansible.cfg.
2025-04-15 19:25:06,060 p=36593 u=shaeif n=ansible INFO| [DEPRECATION WARNING]: [defaults]collections_paths option. Reason: does not fit var naming standard, use the singular form collections_path instead Alternatives: none. 
This feature will be removed in version 2.19. Deprecation warnings can be disabled by setting deprecation_warnings=False in ansible.cfg.
2025-04-15 19:26:30,545 p=37718 u=shaeif n=ansible INFO| [DEPRECATION WARNING]: [defaults]collections_paths option. Reason: does not fit var naming standard, use the singular form collections_path instead Alternatives: none. 
This feature will be removed in version 2.19. Deprecation warnings can be disabled by setting deprecation_warnings=False in ansible.cfg.
2025-04-15 19:26:37,608 p=37790 u=shaeif n=ansible INFO| [DEPRECATION WARNING]: [defaults]collections_paths option. Reason: does not fit var naming standard, use the singular form collections_path instead Alternatives: none. 
This feature will be removed in version 2.19. Deprecation warnings can be disabled by setting deprecation_warnings=False in ansible.cfg.
2025-04-15 19:26:53,711 p=38000 u=shaeif n=ansible INFO| [DEPRECATION WARNING]: [defaults]collections_paths option. Reason: does not fit var naming standard, use the singular form collections_path instead Alternatives: none. 
This feature will be removed in version 2.19. Deprecation warnings can be disabled by setting deprecation_warnings=False in ansible.cfg.
2025-04-15 19:35:27,697 p=44740 u=shaeif n=ansible INFO| [DEPRECATION WARNING]: [defaults]collections_paths option. Reason: does not fit var naming standard, use the singular form collections_path instead Alternatives: none. 
This feature will be removed in version 2.19. Deprecation warnings can be disabled by setting deprecation_warnings=False in ansible.cfg.
2025-04-15 19:37:12,490 p=46113 u=shaeif n=ansible INFO| [DEPRECATION WARNING]: [defaults]collections_paths option. Reason: does not fit var naming standard, use the singular form collections_path instead Alternatives: none. 
This feature will be removed in version 2.19. Deprecation warnings can be disabled by setting deprecation_warnings=False in ansible.cfg.
2025-04-15 19:42:25,073 p=50179 u=shaeif n=ansible INFO| [DEPRECATION WARNING]: [defaults]collections_paths option. Reason: does not fit var naming standard, use the singular form collections_path instead Alternatives: none. 
This feature will be removed in version 2.19. Deprecation warnings can be disabled by setting deprecation_warnings=False in ansible.cfg.
2025-04-15 19:43:18,671 p=50876 u=shaeif n=ansible INFO| [DEPRECATION WARNING]: [defaults]collections_paths option. Reason: does not fit var naming standard, use the singular form collections_path instead Alternatives: none. 
This feature will be removed in version 2.19. Deprecation warnings can be disabled by setting deprecation_warnings=False in ansible.cfg.
2025-04-15 19:43:57,829 p=51451 u=shaeif n=ansible INFO| [DEPRECATION WARNING]: [defaults]collections_paths option. Reason: does not fit var naming standard, use the singular form collections_path instead Alternatives: none. 
This feature will be removed in version 2.19. Deprecation warnings can be disabled by setting deprecation_warnings=False in ansible.cfg.
2025-04-15 19:48:04,105 p=54814 u=shaeif n=ansible INFO| [DEPRECATION WARNING]: [defaults]collections_paths option. Reason: does not fit var naming standard, use the singular form collections_path instead Alternatives: none. 
This feature will be removed in version 2.19. Deprecation warnings can be disabled by setting deprecation_warnings=False in ansible.cfg.
2025-04-15 19:49:54,773 p=56261 u=shaeif n=ansible INFO| [DEPRECATION WARNING]: [defaults]collections_paths option. Reason: does not fit var naming standard, use the singular form collections_path instead Alternatives: none. 
This feature will be removed in version 2.19. Deprecation warnings can be disabled by setting deprecation_warnings=False in ansible.cfg.
2025-04-15 19:49:58,850 p=56331 u=shaeif n=ansible INFO| [DEPRECATION WARNING]: [defaults]collections_paths option. Reason: does not fit var naming standard, use the singular form collections_path instead Alternatives: none. 
This feature will be removed in version 2.19. Deprecation warnings can be disabled by setting deprecation_warnings=False in ansible.cfg.
2025-04-15 19:50:12,596 p=56500 u=shaeif n=ansible INFO| [DEPRECATION WARNING]: [defaults]collections_paths option. Reason: does not fit var naming standard, use the singular form collections_path instead Alternatives: none. 
This feature will be removed in version 2.19. Deprecation warnings can be disabled by setting deprecation_warnings=False in ansible.cfg.
2025-04-15 19:50:15,525 p=56562 u=shaeif n=ansible INFO| [DEPRECATION WARNING]: [defaults]collections_paths option. Reason: does not fit var naming standard, use the singular form collections_path instead Alternatives: none. 
This feature will be removed in version 2.19. Deprecation warnings can be disabled by setting deprecation_warnings=False in ansible.cfg.
2025-04-15 19:50:15,643 p=56562 u=shaeif n=ansible INFO| # /home/shaeif/Downloads/ansible_portable/ansible_py/lib/python3.12/site-packages/ansible_collections
Collection                               Version
2025-04-15 19:50:15,646 p=56562 u=shaeif n=ansible INFO| ibm.spectrum_virtualize                  2.0.0  
2025-04-15 19:50:15,646 p=56562 u=shaeif n=ansible INFO| ibm.storage_virtualize                   2.6.0  
2025-04-15 19:50:15,646 p=56562 u=shaeif n=ansible INFO| ieisystem.inmanage                       3.0.0  
2025-04-15 19:50:15,646 p=56562 u=shaeif n=ansible INFO| infinidat.infinibox                      1.4.5  
2025-04-15 19:50:15,646 p=56562 u=shaeif n=ansible INFO| infoblox.nios_modules                    1.8.0  
2025-04-15 19:50:15,646 p=56562 u=shaeif n=ansible INFO| inspur.ispim                             2.2.3  
2025-04-15 19:50:15,646 p=56562 u=shaeif n=ansible INFO| junipernetworks.junos                    9.1.0  
2025-04-15 19:50:15,646 p=56562 u=shaeif n=ansible INFO| kaytus.ksmanage                          2.0.0  
2025-04-15 19:50:15,646 p=56562 u=shaeif n=ansible INFO| kubernetes.core                          5.1.0  
2025-04-15 19:50:15,646 p=56562 u=shaeif n=ansible INFO| kubevirt.core                            2.1.0  
2025-04-15 19:50:15,646 p=56562 u=shaeif n=ansible INFO| lowlydba.sqlserver                       2.5.0  
2025-04-15 19:50:15,646 p=56562 u=shaeif n=ansible INFO| microsoft.ad                             1.8.0  
2025-04-15 19:50:15,646 p=56562 u=shaeif n=ansible INFO| netapp.cloudmanager                      21.24.0
2025-04-15 19:50:15,646 p=56562 u=shaeif n=ansible INFO| netapp.ontap                             22.14.0
2025-04-15 19:50:15,646 p=56562 u=shaeif n=ansible INFO| netapp.storagegrid                       21.14.0
2025-04-15 19:50:15,647 p=56562 u=shaeif n=ansible INFO| netapp_eseries.santricity                1.4.1  
2025-04-15 19:50:15,647 p=56562 u=shaeif n=ansible INFO| netbox.netbox                            3.21.0 
2025-04-15 19:50:15,647 p=56562 u=shaeif n=ansible INFO| ngine_io.cloudstack                      2.5.0  
2025-04-15 19:50:15,647 p=56562 u=shaeif n=ansible INFO| openstack.cloud                          2.4.1  
2025-04-15 19:50:15,647 p=56562 u=shaeif n=ansible INFO| ovirt.ovirt                              3.2.0  
2025-04-15 19:50:15,647 p=56562 u=shaeif n=ansible INFO| purestorage.flasharray                   1.33.1 
2025-04-15 19:50:15,647 p=56562 u=shaeif n=ansible INFO| purestorage.flashblade                   1.19.2 
2025-04-15 19:50:15,647 p=56562 u=shaeif n=ansible INFO| sensu.sensu_go                           1.14.0 
2025-04-15 19:50:15,647 p=56562 u=shaeif n=ansible INFO| splunk.es                                4.0.0  
2025-04-15 19:50:15,647 p=56562 u=shaeif n=ansible INFO| telekom_mms.icinga_director              2.2.2  
2025-04-15 19:50:15,647 p=56562 u=shaeif n=ansible INFO| theforeman.foreman                       4.2.0  
2025-04-15 19:50:15,647 p=56562 u=shaeif n=ansible INFO| vmware.vmware                            1.10.1 
2025-04-15 19:50:15,647 p=56562 u=shaeif n=ansible INFO| vmware.vmware_rest                       4.6.0  
2025-04-15 19:50:15,647 p=56562 u=shaeif n=ansible INFO| vultr.cloud                              1.13.0 
2025-04-15 19:50:15,647 p=56562 u=shaeif n=ansible INFO| vyos.vyos                                5.0.0  
2025-04-15 19:50:15,647 p=56562 u=shaeif n=ansible INFO| wti.remote                               1.0.10 
2025-04-15 20:15:43,733 p=77830 u=shaeif n=ansible INFO| [DEPRECATION WARNING]: [defaults]collections_paths option. Reason: does not fit var naming standard, use the singular form collections_path instead Alternatives: none. 
This feature will be removed in version 2.19. Deprecation warnings can be disabled by setting deprecation_warnings=False in ansible.cfg.
2025-04-15 20:17:56,926 p=80044 u=shaeif n=ansible INFO| [DEPRECATION WARNING]: [defaults]collections_paths option. Reason: does not fit var naming standard, use the singular form collections_path instead Alternatives: none. 
This feature will be removed in version 2.19. Deprecation warnings can be disabled by setting deprecation_warnings=False in ansible.cfg.
